qid,Lpt-br,Lpt,Len,Dpt-br,Dpt,Den,P31,S854,S813,P31,S854,S813,P17,S854,S813,P973,qal407,S854,S813,P585,S854,S813,P276,S854,S813,P664,S854,S813
,"FILE SP 2019 - 20 anos de FILE, 20 anos de arte e tecnologia",,"FILE SP 2019 - 20 years of FILE, 20 years of art and technology",Edição do Festival Internacional de Linguagem Eletrônica,Edição do Festival Internacional de Linguagem Eletrônica,Edition of the Electronic Language International Festival,Q4801521,https://file.org.br/file_sp_2019/file-sao-paulo-2019-20-years-of-file-20-years-of-art-and-technology/?lang=pt,+2022-04-25T00:00:00Z/11,Q27968055,https://file.org.br/file_sp_2019/file-sao-paulo-2019-20-years-of-file-20-years-of-art-and-technology/?lang=pt,+2022-04-25T00:00:00Z/11,Q155,https://file.org.br/file_sp_2019/file-sao-paulo-2019-20-years-of-file-20-years-of-art-and-technology/?lang=pt,+2022-04-25T00:00:00Z/11,https://file.org.br/file_sp_2019/file-sao-paulo-2019-20-years-of-file-20-years-of-art-and-technology/?lang=pt,Q750553,https://file.org.br/file_sp_2019/file-sao-paulo-2019-20-years-of-file-20-years-of-art-and-technology/?lang=pt,+2022-04-25T00:00:00Z/11,+2019-00-00T00:00:00Z/9,https://file.org.br/file_sp_2019/file-sao-paulo-2019-20-years-of-file-20-years-of-art-and-technology/?lang=pt,+2022-04-25T00:00:00Z/11,Q28678334,https://file.org.br/file_sp_2019/file-sao-paulo-2019-20-years-of-file-20-years-of-art-and-technology/?lang=pt,+2022-04-25T00:00:00Z/11,Q5358269,https://file.org.br/file_sp_2019/file-sao-paulo-2019-20-years-of-file-20-years-of-art-and-technology/?lang=pt,+2022-04-25T00:00:00Z/11
